instance,group,n,p,seed,grasp_cost,vnd_cost,final_cost,ils_iterations,ils_improvements,ils_stop_reason,cs_po_triggers,cs_po_improvements,cs_po_total_gain,cs_ils_promotions,time_grasp_s,time_vnd_s,time_ils_s,time_total_s,status
p3038_800.dat,p3038,,800,100,125065.6552,110249.4096,102014.1327,252,52,iter_limit,31,19,5519.7642,15,11.2732,282.2315,3445.0052,3738.5101,OK
p3038_900.dat,p3038,,900,100,120561.5105,102652.3609,93732.7136,244,69,time_limit,30,16,5011.0514,16,14.6665,377.5841,3608.7720,4001.0227,OK
pr2392_020.txt,pr2392,,20,100,2282591.3551,2282591.3551,2234608.7257,93,5,iter_limit,8,0,0.0000,0,0.6480,0.1383,208.6502,209.4365,OK
pr2392_075.txt,pr2392,,75,100,1156409.8812,1152779.4720,1097672.2078,220,22,iter_limit,27,11,16782.6658,11,0.8836,0.8413,524.8617,526.5867,OK
pr2392_150.txt,pr2392,,150,100,775943.4983,767104.8838,721302.7990,180,16,iter_limit,22,9,14736.1650,8,1.1129,7.5046,736.9625,745.5801,OK
pr2392_300.txt,pr2392,,300,100,529967.4652,507426.8253,462325.3349,260,34,iter_limit,32,18,30099.6556,17,1.7707,21.8935,1812.0971,1835.7613,OK
pr2392_500.txt,pr2392,,500,100,393171.8329,351331.3049,317807.8765,236,34,iter_limit,29,16,20235.5353,15,3.5561,76.6660,2180.9236,2261.1458,OK
rl1304_010.txt,rl1304,,10,100,2188567.0701,2188418.9103,2148832.0017,137,13,iter_limit,13,4,4051.9655,3,0.1801,0.0440,104.0048,104.2290,OK
rl1304_050.txt,rl1304,,50,100,865608.5876,864331.8011,812813.6684,189,14,iter_limit,21,7,14717.8660,6,0.2050,0.1353,144.2657,144.6060,OK
rl1304_100.txt,rl1304,,100,100,575468.8212,560480.5996,504182.5710,119,12,iter_limit,14,4,29619.4744,4,0.2411,1.2915,246.7272,248.2599,OK
rl1304_200.txt,rl1304,,200,100,333470.0248,313560.0441,279402.2087,149,20,iter_limit,18,10,19597.9840,9,0.4099,4.1721,797.9558,802.5379,OK
rl1304_300.txt,rl1304,,300,100,247922.4066,216940.5527,193155.3444,244,37,iter_limit,30,14,12170.9724,14,0.5325,10.6234,1335.7550,1346.9109,OK
u724_010.txt,u724,,10,100,183882.9239,183882.9239,181959.0924,127,8,iter_limit,10,5,336.1379,3,0.0286,0.0131,20.9153,20.9571,OK
u724_030.txt,u724,,30,100,98433.0561,98433.0561,95767.8739,111,12,iter_limit,11,4,584.5750,4,0.0374,0.0146,26.0767,26.1288,OK
u724_075.txt,u724,,75,100,63954.2475,60199.8305,55125.5358,124,10,iter_limit,15,5,1835.2878,5,0.0436,0.2129,79.6977,79.9543,OK
u724_125.txt,u724,,125,100,46094.8692,42285.7617,39231.5014,148,17,iter_limit,18,8,1776.2000,8,0.0984,1.1009,218.7441,219.9434,OK
u724_200.txt,u724,,200,100,36399.4966,30515.9517,28404.1428,150,16,iter_limit,18,5,1179.7478,4,0.1590,3.3943,500.5068,504.0601,OK
ali535_005.txt,ali535,,5,101,9956.7698,9956.7698,9956.7698,60,0,iter_limit,4,1,13.0450,0,0.0263,0.0072,19.6560,19.6895,OK
ali535_025.txt,ali535,,25,101,4141.0784,4141.0784,3726.6926,86,7,iter_limit,6,2,46.9350,2,0.0230,0.0070,12.4121,12.4421,OK
ali535_050.txt,ali535,,50,101,2856.6583,2843.1508,2490.4604,180,18,iter_limit,20,7,150.3134,6,0.0299,0.0470,533.5180,533.5949,OK
ali535_100.txt,ali535,,100,101,2114.5483,1750.2546,1467.4051,159,22,iter_limit,19,4,56.6893,4,0.0525,1.0747,325.0105,326.1377,OK
ali535_150.txt,ali535,,150,101,1748.2069,1298.2131,1050.8061,153,21,iter_limit,19,7,52.4019,6,0.0730,2.9524,665.2549,668.2804,OK
fnl4461_0020.txt,fnl4461,,20,101,1300517.5157,1299884.8362,1285560.1696,120,12,iter_limit,12,4,3794.2560,4,3.8742,0.6580,642.8838,647.4160,OK
fnl4461_0100.txt,fnl4461,,100,101,586149.9783,584875.3784,557813.4919,117,20,iter_limit,14,7,7741.2160,7,5.0583,6.2566,1057.8051,1069.1201,OK
fnl4461_0250.txt,fnl4461,,250,101,367750.5080,363335.4737,343867.1007,208,39,iter_limit,26,13,9759.5983,13,6.5191,33.7253,2591.5207,2631.7651,OK
fnl4461_0500.txt,fnl4461,,500,101,253863.1727,248192.4990,230726.8316,248,54,time_limit,31,16,8795.1338,14,12.2492,97.8536,3607.6987,3717.8015,OK
fnl4461_1000.txt,fnl4461,,1000,101,178050.8216,163357.8491,150675.8277,171,76,time_limit,21,18,4064.6957,13,26.5723,608.2903,3603.7887,4238.6513,OK
lin318_005.txt,lin318,,5,101,180282.3788,180282.3788,180281.2051,75,1,iter_limit,5,1,1.1737,1,0.0026,0.0024,12.9279,12.9330,OK
lin318_015.txt,lin318,,15,101,97506.7884,95162.2612,88901.5631,94,8,iter_limit,7,2,3115.7658,1,0.0070,0.0102,35.7797,35.7969,OK
lin318_040.txt,lin318,,40,101,59067.5375,50936.7281,48249.8461,162,10,iter_limit,19,3,1067.3511,3,0.0136,0.0400,56.4760,56.5296,OK
lin318_070.txt,lin318,,70,101,38691.3393,34766.6412,32423.6445,371,16,iter_limit,46,7,287.1236,4,0.0161,0.1164,437.2277,437.3602,OK
lin318_100.txt,lin318,,100,101,38087.0134,26637.9153,23187.0013,156,17,iter_limit,19,4,484.8099,1,0.0273,0.3509,436.9728,437.3510,OK
p3038_1000.dat,p3038,,1000,101,111828.5915,93858.9593,87501.3297,275,65,time_limit,34,10,3445.6736,7,17.0019,423.2086,3600.6288,4040.8393,OK
p3038_600.dat,p3038,,600,101,148223.6637,137369.4174,125185.5627,236,54,iter_limit,29,18,6774.2949,13,6.8612,143.8754,2718.7062,2869.4428,OK
p3038_700.dat,p3038,,700,101,133849.5083,120934.4929,112056.3013,289,49,time_limit,36,15,6180.4756,15,7.7924,209.8386,3601.1714,3818.8026,OK
p3038_800.dat,p3038,,800,101,126679.4517,111536.3515,101425.5500,262,55,time_limit,32,17,6904.2093,15,13.0171,264.4423,3604.8385,3882.2979,OK
p3038_900.dat,p3038,,900,101,120048.9759,102133.3513,94050.3592,256,55,time_limit,32,18,5409.4362,18,13.7621,353.9838,3634.9185,4002.6644,OK
pr2392_020.txt,pr2392,,20,101,2352162.7611,2343963.6986,2229416.6004,226,22,iter_limit,24,8,14094.2565,7,0.6500,1.3919,527.5878,529.6297,OK
pr2392_075.txt,pr2392,,75,101,1207339.6056,1191343.6503,1102998.0768,124,17,iter_limit,15,8,34131.3484,8,0.7247,3.8544,332.5933,337.1725,OK
pr2392_150.txt,pr2392,,150,101,779641.2459,768370.3420,720124.5498,124,16,iter_limit,15,6,31432.5223,6,0.9570,5.1571,569.1476,575.2618,OK
pr2392_300.txt,pr2392,,300,101,538761.9514,513700.2548,463876.8229,188,48,iter_limit,23,14,27958.3721,13,1.6971,23.8810,1403.1788,1428.7570,OK
pr2392_500.txt,pr2392,,500,101,421522.1357,360216.1900,318667.4363,348,68,iter_limit,43,23,21185.6073,21,3.9373,100.1974,2990.0878,3094.2226,OK
rl1304_010.txt,rl1304,,10,101,2175421.0928,2162304.1723,2147582.7398,211,21,iter_limit,19,7,6519.6943,5,0.1211,0.1635,165.7040,165.9885,OK
rl1304_050.txt,rl1304,,50,101,876909.3079,868646.6106,809479.7177,124,13,iter_limit,13,6,34211.6762,6,0.1949,0.1686,177.0746,177.4382,OK
rl1304_100.txt,rl1304,,100,101,557919.3054,542371.3089,500159.2836,164,10,iter_limit,20,8,31672.3609,8,0.2713,1.7753,188.2782,190.3248,OK
rl1304_200.txt,rl1304,,200,101,366505.6257,310663.4151,278875.2062,132,18,iter_limit,16,9,21090.9108,8,0.5258,8.0327,578.5211,587.0797,OK
rl1304_300.txt,rl1304,,300,101,274381.2515,213860.3568,192617.5146,180,21,iter_limit,22,7,7825.2288,7,0.7803,12.2106,937.5945,950.5855,OK
u724_010.txt,u724,,10,101,186192.8025,183801.3839,182144.6099,118,9,iter_limit,9,4,918.0914,3,0.0518,0.0135,25.5898,25.6552,OK
u724_030.txt,u724,,30,101,100747.0701,100747.0701,95260.0289,138,13,iter_limit,14,6,1679.0107,6,0.0516,0.0133,24.2579,24.3229,OK
u724_075.txt,u724,,75,101,64698.9181,62319.1466,55296.3958,140,14,iter_limit,17,5,3727.6720,5,0.0762,0.4430,80.5572,81.0764,OK
u724_125.txt,u724,,125,101,46694.0981,42533.8228,39302.0989,188,13,iter_limit,23,6,1862.8615,4,0.0917,1.2598,143.3902,144.7418,OK
u724_200.txt,u724,,200,101,34712.5713,30316.0026,28159.4092,252,33,iter_limit,31,12,907.5056,9,0.1844,3.6195,721.4735,725.2775,OK
ali535_005.txt,ali535,,5,102,9956.7698,9956.7698,9956.7698,60,0,iter_limit,3,0,0.0000,0,0.0166,0.0078,5.1681,5.1925,OK
ali535_025.txt,ali535,,25,102,4572.3320,4277.2283,3728.5285,105,12,iter_limit,9,2,61.7478,2,0.0254,0.1619,15.6324,15.8197,OK
ali535_050.txt,ali535,,50,102,2736.9207,2622.5616,2518.9738,117,3,iter_limit,13,2,43.9804,2,0.0233,0.1575,52.3103,52.4912,OK
ali535_100.txt,ali535,,100,102,1986.0071,1660.1278,1480.1726,115,9,iter_limit,14,4,86.3548,3,0.0391,0.6847,124.3602,125.0840,OK
ali535_150.txt,ali535,,150,102,1503.6818,1199.9865,1045.7924,156,15,iter_limit,19,6,31.1212,4,0.0565,1.8158,637.7986,639.6710,OK
fnl4461_0020.txt,fnl4461,,20,102,1309873.6539,1309873.6539,1286895.7121,153,13,iter_limit,15,4,1827.9379,4,3.5945,0.6961,639.1039,643.3946,OK
fnl4461_0100.txt,fnl4461,,100,102,581232.5963,579175.1095,556920.0425,197,20,iter_limit,24,6,6379.1071,6,4.9367,8.7448,1597.6864,1611.3679,OK
fnl4461_0250.txt,fnl4461,,250,102,362853.0663,361348.3153,341204.8617,236,34,iter_limit,29,12,14063.6649,12,6.5318,16.9470,1840.0842,1863.5631,OK
fnl4461_0500.txt,fnl4461,,500,102,253936.7648,248878.6072,229892.1677,220,42,iter_limit,27,18,15145.3390,18,10.4861,113.8728,3392.9999,3517.3589,OK
fnl4461_1000.txt,fnl4461,,1000,102,176729.8486,162528.0131,151218.1498,170,67,time_limit,21,16,3796.0691,12,23.2469,534.5045,3624.3894,4182.1409,OK
lin318_005.txt,lin318,,5,102,183093.9447,183093.9447,180281.2051,113,8,iter_limit,7,1,17.2378,1,0.0037,0.0024,19.9785,19.9846,OK
lin318_015.txt,lin318,,15,102,94659.1409,94540.8511,89838.6010,97,3,iter_limit,7,2,0.0000,0,0.0070,0.0052,11.1397,11.1519,OK
lin318_040.txt,lin318,,40,102,55317.1255,51344.8848,48104.2139,244,16,iter_limit,29,5,1111.5176,5,0.0058,0.0495,92.5484,92.6038,OK
lin318_070.txt,lin318,,70,102,41873.0869,34820.8913,32319.7288,250,14,iter_limit,31,2,530.4448,2,0.0134,0.1838,218.8755,219.0727,OK
lin318_100.txt,lin318,,100,102,35541.7873,24757.1859,23273.3853,220,22,iter_limit,27,2,189.1609,2,0.0265,0.5526,810.5176,811.0968,OK
p3038_1000.dat,p3038,,1000,102,118798.6421,94256.6134,87071.7747,279,80,time_limit,34,15,3206.1594,10,21.2255,520.9082,3612.2517,4154.3856,OK
p3038_600.dat,p3038,,600,102,149053.2252,138445.0230,124254.4413,236,58,iter_limit,29,20,8087.8249,20,6.7686,123.8515,2581.7843,2712.4044,OK
p3038_700.dat,p3038,,700,102,138968.4574,121799.1098,111657.0286,292,54,iter_limit,36,21,5758.1408,16,11.2418,241.7192,3592.7876,3845.7487,OK
p3038_800.dat,p3038,,800,102,132179.9358,114621.4235,101188.8772,264,64,time_limit,33,22,8095.7216,22,12.6996,287.7059,3605.5790,3905.9846,OK
p3038_900.dat,p3038,,900,102,123989.9952,103141.4988,94619.5987,236,53,time_limit,29,14,4891.6557,13,15.2420,382.0129,3600.4821,3997.7371,OK
pr2392_020.txt,pr2392,,20,102,2295749.6688,2295749.6688,2230632.3441,155,8,iter_limit,14,3,1783.1306,3,0.6703,0.1410,400.8144,401.6257,OK
pr2392_075.txt,pr2392,,75,102,1183974.4397,1173366.6073,1104290.0507,195,27,iter_limit,23,8,16229.3933,8,0.7362,2.3529,437.3560,440.4451,OK
pr2392_150.txt,pr2392,,150,102,792265.8140,779410.0321,723187.8713,206,23,iter_limit,25,13,38526.8151,12,0.9676,7.7133,1207.7417,1216.4227,OK
pr2392_300.txt,pr2392,,300,102,530216.3159,510425.7656,463208.5996,212,39,iter_limit,26,17,30037.1793,17,1.8487,25.9390,1436.8489,1464.6367,OK
pr2392_500.txt,pr2392,,500,102,396184.1917,351291.5828,320996.8820,340,39,iter_limit,42,17,21297.2329,17,3.8265,105.2121,3208.8272,3317.8660,OK
rl1304_010.txt,rl1304,,10,102,2199685.5300,2199617.6926,2146714.3781,299,25,iter_limit,32,9,8015.6376,7,0.1478,0.0975,278.9084,279.1538,OK
rl1304_050.txt,rl1304,,50,102,888581.7836,879391.9298,815439.3358,169,15,iter_limit,18,7,20331.1698,6,0.1963,0.5422,382.2223,382.9608,OK
rl1304_100.txt,rl1304,,100,102,571110.5115,558922.0142,505991.4183,116,11,iter_limit,14,6,21902.5656,5,0.2716,1.6707,443.2525,445.1949,OK
rl1304_200.txt,rl1304,,200,102,359218.1873,317034.3527,280843.0743,149,26,iter_limit,18,7,16946.4896,6,0.4520,6.2497,718.1287,724.8304,OK
rl1304_300.txt,rl1304,,300,102,262135.3913,207105.5242,192546.6332,220,23,iter_limit,27,12,7892.1678,12,0.7523,19.4414,1141.3516,1161.5454,OK
u724_010.txt,u724,,10,102,184199.6086,183450.1986,181776.9881,136,6,iter_limit,10,4,197.3660,1,0.0333,0.0369,20.6314,20.7016,OK
u724_030.txt,u724,,30,102,101137.8379,101137.8379,96160.0962,141,7,iter_limit,13,4,1725.0400,3,0.0335,0.0144,21.6855,21.7334,OK
u724_075.txt,u724,,75,102,64070.5399,60798.3361,55516.8102,100,13,iter_limit,12,5,2067.8893,5,0.0733,0.5464,127.2265,127.8463,OK
u724_125.txt,u724,,125,102,46385.4975,43682.8839,39528.9878,92,9,iter_limit,11,4,2688.5374,4,0.0973,1.2326,160.4380,161.7680,OK
u724_200.txt,u724,,200,102,36653.7156,30685.1105,28127.5457,180,25,iter_limit,22,11,993.0176,8,0.1684,3.3939,661.1272,664.6895,OK
ali535_005.txt,ali535,,5,103,10048.3333,10004.4554,9956.7698,72,4,iter_limit,6,1,14.1881,0,0.0148,0.0147,21.7922,21.8218,OK
ali535_025.txt,ali535,,25,103,4036.9372,4005.7752,3698.8997,166,13,iter_limit,17,4,55.4870,4,0.0304,0.0562,64.6085,64.6952,OK
ali535_050.txt,ali535,,50,103,2939.7501,2846.4136,2497.0507,194,27,iter_limit,22,11,141.1399,9,0.0296,0.1117,516.1567,516.2980,OK
ali535_100.txt,ali535,,100,103,1967.2672,1751.6127,1456.3914,158,21,iter_limit,19,9,75.5624,6,0.0379,0.5727,208.1345,208.7451,OK
ali535_150.txt,ali535,,150,103,1663.5057,1148.7664,1048.1190,140,15,iter_limit,17,5,24.0611,3,0.0731,2.2155,578.7249,581.0135,OK
fnl4461_0020.txt,fnl4461,,20,103,1313874.4957,1313110.8945,1284345.6450,104,13,iter_limit,9,3,2268.6234,3,4.4925,0.7379,357.2576,362.4881,OK
fnl4461_0100.txt,fnl4461,,100,103,579854.6146,579333.3478,557232.9520,207,28,iter_limit,25,9,7440.7879,9,4.4077,3.6779,1642.6173,1650.7030,OK
fnl4461_0250.txt,fnl4461,,250,103,364751.2027,362877.7439,342261.7155,180,23,iter_limit,22,12,15053.9697,12,5.8545,20.3592,1854.1019,1880.3157,OK
fnl4461_0500.txt,fnl4461,,500,103,249763.9359,245490.2635,229056.9318,232,38,time_limit,29,17,12391.3040,17,8.9449,72.4468,3604.6467,3686.0384,OK
fnl4461_1000.txt,fnl4461,,1000,103,173892.5775,160056.0189,151264.7165,141,49,time_limit,17,9,5139.8342,9,23.5394,546.0607,3608.4521,4178.0523,OK
lin318_005.txt,lin318,,5,103,184044.5176,184044.5176,180281.2051,171,12,iter_limit,14,6,244.6277,2,0.0050,0.0025,19.1426,19.1502,OK
lin318_015.txt,lin318,,15,103,105795.4583,105795.4583,88901.5631,141,10,iter_limit,14,5,4514.3045,2,0.0081,0.0026,22.5804,22.5911,OK
lin318_040.txt,lin318,,40,103,54941.0279,51947.9117,48486.5442,131,14,iter_limit,14,7,1287.4776,7,0.0132,0.0320,111.2503,111.2955,OK
lin318_070.txt,lin318,,70,103,39198.5055,35057.6405,32341.3581,157,18,iter_limit,19,5,259.0314,4,0.0171,0.1503,465.0362,465.2035,OK
lin318_100.txt,lin318,,100,103,34034.1381,24893.1726,23000.0714,209,18,iter_limit,26,1,0.0000,1,0.0259,0.4339,588.0882,588.5480,OK
p3038_1000.dat,p3038,,1000,103,113252.6055,94437.9695,87806.7604,245,69,time_limit,30,17,2841.3736,12,19.5411,396.3917,3601.2399,4017.1728,OK
p3038_600.dat,p3038,,600,103,143847.2545,135415.8973,123915.4321,347,55,time_limit,43,20,7267.4775,18,6.1217,130.0230,3611.9560,3748.1008,OK
p3038_700.dat,p3038,,700,103,131983.4852,122956.3611,111530.4488,306,57,time_limit,38,24,7976.1539,21,8.1779,149.9838,3605.5357,3763.6975,OK
p3038_800.dat,p3038,,800,103,127658.7512,111573.6181,101596.6438,236,56,iter_limit,29,20,5560.5211,17,13.0566,296.0503,3096.6979,3405.8048,OK
p3038_900.dat,p3038,,900,103,116023.0088,102560.0361,93912.8040,254,60,time_limit,31,18,4885.4861,15,15.6876,287.2461,3610.1351,3913.0688,OK
pr2392_020.txt,pr2392,,20,103,2287459.8620,2287459.8620,2229990.6272,229,15,iter_limit,24,4,3533.5505,4,0.6793,0.1457,557.8167,558.6419,OK
pr2392_075.txt,pr2392,,75,103,1150334.7895,1150279.1331,1105118.8607,100,10,iter_limit,12,4,14831.5392,4,0.7008,0.3677,240.0568,241.1254,OK
pr2392_150.txt,pr2392,,150,103,778001.8509,771508.1068,721825.4228,164,22,iter_limit,20,9,32956.1893,9,1.0386,2.7520,673.9584,677.7490,OK
pr2392_300.txt,pr2392,,300,103,525594.2878,495605.8404,464317.3188,181,25,iter_limit,22,12,22537.2861,12,2.1778,20.0754,1307.2154,1329.4687,OK
pr2392_500.txt,pr2392,,500,103,385364.8943,353427.3542,321369.2960,316,50,iter_limit,39,19,15893.1051,19,3.9990,66.4229,2873.3999,2943.8218,OK
rl1304_010.txt,rl1304,,10,103,2175434.8882,2175434.8882,2152231.0006,216,9,iter_limit,18,5,9263.4351,3,0.1203,0.0551,254.5011,254.6767,OK
rl1304_050.txt,rl1304,,50,103,928285.4466,901602.3544,808775.1068,123,13,iter_limit,13,4,25192.3540,4,0.2300,0.9506,112.5680,113.7487,OK
rl1304_100.txt,rl1304,,100,103,567367.3476,539815.8953,505901.0355,125,18,iter_limit,15,7,16177.8205,7,0.3710,1.7434,304.5416,306.6560,OK
rl1304_200.txt,rl1304,,200,103,353897.5814,330181.6355,279613.6452,116,17,iter_limit,14,7,22838.8030,7,0.5198,5.4637,538.2262,544.2097,OK
rl1304_300.txt,rl1304,,300,103,251153.0155,227344.5431,192579.7344,172,29,iter_limit,21,12,11780.2768,11,0.6236,9.3955,913.8389,923.8581,OK
u724_010.txt,u724,,10,103,186624.4996,186624.4996,181798.8345,164,13,iter_limit,15,5,615.2149,1,0.0454,0.0139,23.8041,23.8634,OK
u724_030.txt,u724,,30,103,100567.6438,100104.9011,95527.5968,105,7,iter_limit,10,3,1853.7486,3,0.0369,0.0871,24.3095,24.4335,OK
u724_075.txt,u724,,75,103,62326.4359,60643.1028,55131.7364,92,10,iter_limit,11,4,4532.4138,4,0.0576,0.1932,26.6540,26.9049,OK
u724_125.txt,u724,,125,103,45941.8792,41925.6637,39407.4146,228,14,iter_limit,28,8,1801.0653,4,0.1344,1.2074,886.9651,888.3070,OK
u724_200.txt,u724,,200,103,34674.4651,30789.7386,28465.1785,100,16,iter_limit,12,5,1526.3783,5,0.1584,2.5837,328.3002,331.0423,OK
ali535_005.txt,ali535,,5,104,11743.6093,11195.2177,9956.7698,83,4,iter_limit,6,2,29.0757,1,0.0150,0.0826,10.0473,10.1450,OK
ali535_025.txt,ali535,,25,104,3988.8628,3977.8634,3734.6952,112,11,iter_limit,10,3,83.1287,3,0.0204,0.0148,39.7013,39.7365,OK
ali535_050.txt,ali535,,50,104,2857.2551,2856.7682,2524.2023,103,13,iter_limit,11,5,37.9409,4,0.0399,0.0415,158.8371,158.9186,OK
ali535_100.txt,ali535,,100,104,1897.0399,1790.8602,1455.6592,218,24,iter_limit,27,9,135.3302,7,0.0493,0.4201,526.0056,526.4749,OK
ali535_150.txt,ali535,,150,104,1574.4586,1246.0811,1049.6401,157,24,iter_limit,19,7,25.5256,4,0.0769,2.1145,538.0428,540.2342,OK
fnl4461_0020.txt,fnl4461,,20,104,1323463.4879,1320830.4099,1285789.1227,136,11,iter_limit,14,3,1189.3900,3,3.9281,0.7890,533.4946,538.2117,OK
fnl4461_0100.txt,fnl4461,,100,104,586781.6334,581669.6368,553029.5008,156,22,iter_limit,19,11,10459.7966,11,5.4555,16.0799,1204.2541,1225.7896,OK
fnl4461_0250.txt,fnl4461,,250,104,364084.6440,362486.9988,346353.5633,184,31,iter_limit,23,12,8386.0009,10,5.7570,13.9742,1765.7097,1785.4409,OK
fnl4461_0500.txt,fnl4461,,500,104,251236.8262,245450.9173,230014.0602,188,38,iter_limit,23,11,11019.6337,11,10.4189,113.3430,2697.6502,2821.4122,OK
fnl4461_1000.txt,fnl4461,,1000,104,173810.6208,161129.9450,150579.6039,161,60,time_limit,20,16,6324.2311,15,30.4701,543.4097,3604.8167,4178.6965,OK
lin318_005.txt,lin318,,5,104,182173.6504,182173.6504,180281.2051,84,7,iter_limit,5,1,342.1147,1,0.0040,0.0027,14.7754,14.7821,OK
lin318_015.txt,lin318,,15,104,91539.0080,91539.0080,88901.5631,144,5,iter_limit,13,4,2031.0269,2,0.0081,0.0030,61.3393,61.3504,OK
lin318_040.txt,lin318,,40,104,52586.2102,51095.4155,48046.3861,139,14,iter_limit,16,4,487.1684,4,0.0083,0.0325,160.3599,160.4007,OK
lin318_070.txt,lin318,,70,104,41962.5780,36688.5033,32473.2544,203,18,iter_limit,25,10,1868.4075,6,0.0189,0.1666,48.8523,49.0379,OK
lin318_100.txt,lin318,,100,104,40772.0811,24883.2773,23196.8560,218,26,iter_limit,27,5,24.1983,3,0.0305,0.6326,782.6225,783.2857,OK
p3038_1000.dat,p3038,,1000,104,110793.7158,94384.0873,87195.1662,224,58,time_limit,28,18,4491.6082,15,17.9893,411.1542,3630.7137,4059.8573,OK
p3038_600.dat,p3038,,600,104,143636.1287,134662.6368,124667.0864,212,45,iter_limit,26,18,6214.1481,16,6.6125,129.8115,2374.9083,2511.3323,OK
p3038_700.dat,p3038,,700,104,133720.6731,122997.6268,112430.1644,281,78,iter_limit,35,16,5261.9404,15,9.6980,173.4537,3203.2665,3386.4183,OK
p3038_800.dat,p3038,,800,104,124196.4919,112592.5525,102307.7968,172,45,iter_limit,21,13,6746.4653,12,14.2049,232.2695,2577.3599,2823.8344,OK
p3038_900.dat,p3038,,900,104,121497.2233,102408.6323,94906.2451,232,49,time_limit,29,16,4712.9064,14,14.8120,396.5115,3611.1903,4022.5138,OK
pr2392_020.txt,pr2392,,20,104,2310012.6824,2298972.3024,2229309.5766,256,23,iter_limit,29,6,5958.6550,6,0.6342,1.6696,724.6936,726.9975,OK
pr2392_075.txt,pr2392,,75,104,1161203.9185,1153670.1143,1104975.0402,94,11,iter_limit,11,4,17245.1828,4,1.1251,2.2524,266.2683,269.6459,OK
pr2392_150.txt,pr2392,,150,104,787300.4997,777100.1859,719834.0307,156,21,iter_limit,19,10,24712.2994,7,1.3103,5.0051,859.8918,866.2073,OK
pr2392_300.txt,pr2392,,300,104,525729.6550,505548.1161,461933.0916,164,32,iter_limit,20,13,30260.6856,13,2.0678,26.3536,1231.6165,1260.0380,OK
pr2392_500.txt,pr2392,,500,104,378376.4960,351988.4202,320108.8514,225,41,iter_limit,28,15,19891.1490,15,3.1731,59.6020,2158.2447,2221.0198,OK
rl1304_010.txt,rl1304,,10,104,2225447.2131,2221892.6949,2148123.0436,188,19,iter_limit,17,9,6353.5461,5,0.1043,0.2353,201.0906,201.4302,OK
